strategy,lam,l2_norm,remove_ratio,deletion_batch_size,sampler_seed,remove_class,sampling_type,sgd_seed,optim,step_size,lr_schedule,batch_size,num_steps,noise,noise_seed,running_time,unlearning_time,retraining_time,other_time,test_accuracy,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err,pipeline_acc_dis_est,pipeline_abs_err,num_deletions,retrained,batch_deleted_class_balance,cum_deleted_class_balance,threshold,prop_const
golatkar_disparity_thresh_v1,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,0.0,0,0.027383089065551758,0.017629146575927734,0,0.009753942489624023,0.7439675054215001,0.726,0.726,0.0635786699342234,0.29862504153433816,0.0009466111321468906,1000,False,0.5180000066757202,0.5180000066757202,5,4.696937539638479
golatkar_disparity_thresh_v1,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,0.0,0,0.026247262954711914,0.016674280166625977,0,0.009572982788085938,0.7440879832019551,0.744,0.762,0.05548234967751235,0.26059713098765663,0.0008261333516919045,2000,False,0.5,0.5090000033378601,5,4.696937539638479
golatkar_disparity_thresh_v1,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,0.0,0,0.026484012603759766,0.01686239242553711,0,0.009621620178222656,0.7439847165329937,0.74,0.732,0.0624219725343323,0.29319210609478746,0.000929400020653337,3000,False,0.5260000228881836,0.5146666765213013,5,4.696937539638479
golatkar_disparity_thresh_v1,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,0.0,0,0.026367664337158203,0.01688218116760254,0,0.009485483169555664,0.7440707720904616,0.74125,0.745,0.056638886641315736,0.26602931286892423,0.0008433444631854581,4000,False,0.4830000102519989,0.5067499876022339,5,4.696937539638479
golatkar_disparity_thresh_v1,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,0.0,0,0.02630305290222168,0.016881942749023438,0,0.009421110153198242,0.7440879832019551,0.7378,0.723,0.05548234967751235,0.26059713098765663,0.0008261333516919045,5000,False,0.5180000066757202,0.5090000033378601,5,4.696937539638479
golatkar_disparity_thresh_v1,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,0.0,0,0.02611827850341797,0.016821861267089844,0,0.009296417236328125,0.7440707720904616,0.7395,0.749,0.056638886641315736,0.26602931286892423,0.0008433444631854581,6000,False,0.4819999933242798,0.5044999718666077,5,4.696937539638479
golatkar_disparity_thresh_v1,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,0.0,0,0.026056766510009766,0.016742944717407227,0,0.009313821792602539,0.7441224054249423,0.7412857142857143,0.752,0.053169355957279216,0.24973314395414553,0.0007917111287046863,7000,False,0.5170000195503235,0.5062857270240784,5,4.696937539638479
golatkar_disparity_thresh_v1,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,0.0,0,0.026046276092529297,0.016685962677001953,0,0.009360313415527344,0.7441396165364359,0.742875,0.754,0.05201289919900278,0.24430133879322832,0.0007745000172111327,8000,False,0.5450000166893005,0.5111250281333923,5,4.696937539638479
golatkar_disparity_thresh_v1,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,0.0,0,0.026082277297973633,0.016621112823486328,0,0.009461164474487305,0.7440019276444872,0.7421111111111112,0.736,0.061265301876107396,0.28775929625917257,0.0009121889091597835,9000,False,0.5270000100135803,0.5128889083862305,5,4.696937539638479
golatkar_disparity_thresh_v1,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,0.0,0,0.026046276092529297,0.016610145568847656,0,0.00943613052368164,0.7439847165329937,0.7415,0.737,0.0624219725343323,0.29319210609478746,0.000929400020653337,10000,False,0.503000020980835,0.511900007724762,5,4.696937539638479
