strategy,lam,l2_norm,remove_ratio,deletion_batch_size,sampler_seed,remove_class,sampling_type,sgd_seed,optim,step_size,lr_schedule,batch_size,num_steps,running_time,unlearning_time,retraining_time,other_time,test_accuracy,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err,num_deletions,retrained,batch_deleted_class_balance,cum_deleted_class_balance,threshold
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,3.0994415283203125e-06,0,0,3.0994415283203125e-06,0.744914116553647,0.725,0.725,0.0,1000,False,0.5180000066757202,0.5180000066757202,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,7.152557373046875e-07,0,0,7.152557373046875e-07,0.744914116553647,0.743,0.761,0.0,2000,False,0.5,0.5090000033378601,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,7.152557373046875e-07,0,0,7.152557373046875e-07,0.744914116553647,0.738,0.728,0.0,3000,False,0.5260000228881836,0.5146666765213013,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,1.1920928955078125e-06,0,0,1.1920928955078125e-06,0.744914116553647,0.74025,0.747,0.0,4000,False,0.4830000102519989,0.5067499876022339,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,7.152557373046875e-07,0,0,7.152557373046875e-07,0.744914116553647,0.7368,0.723,0.0,5000,False,0.5180000066757202,0.5090000033378601,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,7.152557373046875e-07,0,0,7.152557373046875e-07,0.744914116553647,0.7398333333333333,0.755,0.0,6000,False,0.4819999933242798,0.5044999718666077,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.7414285714285714,0.751,0.0,7000,False,0.5170000195503235,0.5062857270240784,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,7.152557373046875e-07,0,0,7.152557373046875e-07,0.744914116553647,0.742875,0.753,0.0,8000,False,0.5450000166893005,0.5111250281333923,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,7.152557373046875e-07,0,0,7.152557373046875e-07,0.744914116553647,0.7424444444444445,0.739,0.0,9000,False,0.5270000100135803,0.5128889083862305,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,7.152557373046875e-07,0,0,7.152557373046875e-07,0.744914116553647,0.7425,0.743,0.0,10000,False,0.503000020980835,0.511900007724762,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.7421818181818182,0.739,0.0,11000,False,0.5189999938011169,0.5125454664230347,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,1.1920928955078125e-06,0,0,1.1920928955078125e-06,0.744914116553647,0.742,0.74,0.0,12000,False,0.5529999732971191,0.515916645526886,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,1.1920928955078125e-06,0,0,1.1920928955078125e-06,0.744914116553647,0.7424615384615385,0.748,0.0,13000,False,0.5009999871253967,0.5147692561149597,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.744,0.764,0.0,14000,False,0.5049999952316284,0.5140714049339294,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,1.1920928955078125e-06,0,0,1.1920928955078125e-06,0.744914116553647,0.7422666666666666,0.718,0.0,15000,False,0.5139999985694885,0.5140666961669922,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.742875,0.752,0.0,16000,False,0.5080000162124634,0.5136874914169312,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.7421764705882353,0.731,0.0,17000,False,0.531000018119812,0.5147058963775635,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.7403888888888889,0.71,0.0,18000,False,0.515999972820282,0.5147777795791626,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.7413684210526316,0.759,0.0,19000,False,0.49900001287460327,0.5139473676681519,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.74115,0.737,0.0,20000,False,0.5170000195503235,0.5141000151634216,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,7.152557373046875e-07,0,0,7.152557373046875e-07,0.744914116553647,0.741,0.738,0.0,21000,False,0.5170000195503235,0.5142381191253662,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,1.1920928955078125e-06,0,0,1.1920928955078125e-06,0.744914116553647,0.7412272727272727,0.746,0.0,22000,False,0.5059999823570251,0.5138636231422424,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,8.106231689453125e-06,0,0,8.106231689453125e-06,0.744914116553647,0.7413478260869565,0.744,0.0,23000,False,0.4970000088214874,0.5131304264068604,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,7.152557373046875e-07,0,0,7.152557373046875e-07,0.744914116553647,0.7407083333333333,0.726,0.0,24000,False,0.5249999761581421,0.5136250257492065,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,1.430511474609375e-06,0,0,1.430511474609375e-06,0.744914116553647,0.7414,0.758,0.0,25000,False,0.4830000102519989,0.5123999714851379,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.7415,0.744,0.0,26000,False,0.4869999885559082,0.5114230513572693,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.7412222222222222,0.734,0.0,27000,False,0.5189999938011169,0.5117037296295166,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.7408571428571429,0.731,0.0,28000,False,0.5230000019073486,0.5121071338653564,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,7.152557373046875e-07,0,0,7.152557373046875e-07,0.744914116553647,0.7401724137931035,0.721,0.0,29000,False,0.5130000114440918,0.5121379494667053,None
nothing,0.0001,True,0.15,1000,0,0,uniform_random,0,SGD,1.0,False,512,200,9.5367431640625e-07,0,0,9.5367431640625e-07,0.744914116553647,0.7396666666666667,0.725,0.0,30000,False,0.5040000081062317,0.5118666887283325,None
