lam,l2_norm,remove_ratio,sampler_seed,minibatch_size,remove_class,sample_prob,num_removes,minibatch_fraction,sampling_type,sgd_seed,optim,step_size,lr_schedule,training_batch_size,num_steps,training_time,removal_time,norm,grad_residual,model_diff_orig,test_accuracy,test_f1_score,test_roc_score,remove_accuracy,remove_f1_score,remove_roc_score,prime_accuracy,prime_f1_score,prime_roc_score
0.0001,True,0.25,0,None,-1,None,2995,None,uniform_random,0,SGD,1.0,False,1024,1000,32.55131459236145,42.1515417098999,30.141427993774414,3.9471020698547363,2.0744106769561768,0.9682459677419355,0.9676757311441764,0.9922571004533718,0.9565943238731218,0.9543859649122808,0.9896749257132644,0.9604984978301991,0.9601258002920364,0.9900534451954163
0.0001,True,0.25,1,None,-1,None,2995,None,uniform_random,0,SGD,1.0,False,1024,1000,32.55131459236145,43.45854926109314,30.42211151123047,4.099637031555176,1.6300156116485596,0.967741935483871,0.9672131147540983,0.9925041169414683,0.9639398998330551,0.9621052631578948,0.9889288823396257,0.959719594970513,0.9594624860022396,0.9907225721305564
0.0001,True,0.2,0,None,-1,None,2396,None,uniform_random,0,SGD,1.0,False,1024,1000,32.55131459236145,46.55353903770447,30.375141143798828,3.4697489738464355,1.730623483657837,0.9702620967741935,0.9697590978985136,0.9923231748226158,0.9570116861435726,0.9544046038069943,0.989470704189909,0.9610890882537033,0.9607492370830264,0.9901737943321622
0.0001,True,0.2,1,None,-1,None,2396,None,uniform_random,0,SGD,1.0,False,1024,1000,32.55131459236145,48.05189299583435,30.587257385253906,3.5862624645233154,1.350433588027954,0.9682459677419355,0.9676757311441764,0.9925081830564988,0.9632721202003339,0.9612334801762115,0.9899793280822795,0.9611934070519508,0.9608421052631579,0.9904059629895897
0.0001,True,0.15,1,None,-1,None,1797,None,uniform_random,0,SGD,1.0,False,1024,1000,32.55131459236145,48.79623293876648,30.591415405273438,3.7315855026245117,1.2175216674804688,0.967741935483871,0.9671794871794871,0.9924532905035883,0.9610461880912632,0.9592549476135039,0.9893136388022333,0.9617083946980854,0.961217183770883,0.9904602288187302
0.0001,True,0.15,0,None,-1,None,1797,None,uniform_random,0,SGD,1.0,False,1024,1000,32.55131459236145,50.78019380569458,30.418304443359375,3.6525254249572754,1.4913935661315918,0.9692540322580645,0.9687339825730394,0.9923363896964645,0.9549248747913188,0.9516994633273702,0.9887421008110663,0.9614138438880707,0.961038961038961,0.9903089893382606
0.0001,True,0.1,1,None,-1,None,1198,None,uniform_random,0,SGD,1.0,False,1024,1000,32.55131459236145,67.32038497924805,30.675771713256836,3.2270166873931885,0.9818395376205444,0.96875,0.9682051282051282,0.9924410921584972,0.9557595993322203,0.954349698535745,0.9904676861256837,0.9617952522255193,0.9611540637375071,0.9902775006165797
0.0001,True,0.1,0,None,-1,None,1198,None,uniform_random,0,SGD,1.0,False,1024,1000,32.55131459236145,67.30448079109192,30.577795028686523,3.1935293674468994,1.1603740453720093,0.969758064516129,0.9691991786447639,0.9923689186167077,0.9524207011686143,0.9499561018437225,0.9895036887994635,0.9616097922848664,0.9610316265060241,0.9902346666066566
0.0001,True,0.05,0,None,-1,None,599,None,uniform_random,0,SGD,1.0,False,1024,1000,32.55131459236145,68.31636762619019,30.708393096923828,2.963700771331787,0.6856642365455627,0.9692540322580645,0.9687018984094408,0.9924634557911644,0.9582637729549248,0.9557522123893805,0.9930728082544372,0.96134586664324,0.9607142857142856,0.9901293794228933
0.0001,True,0.05,1,None,-1,None,599,None,uniform_random,0,SGD,1.0,False,1024,1000,32.55131459236145,70.34518051147461,30.77646827697754,4.3483710289001465,0.6912262439727783,0.9682459677419355,0.9676757311441764,0.9924980177689227,0.9565943238731218,0.9551724137931035,0.9895547371945095,0.9618729684617412,0.9611806797853311,0.9903511202786298
