method,lam,l2_norm,sgd_seed,optim,step_size,lr_schedule,training_batch_size,num_steps,noise,noise_seed,perturb_time,norm,grad_residual,model_diff,test_accuracy,test_f1_score,test_roc_score
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,1,5,6.692784786224365,33.99471664428711,100.66604614257812,25.71147918701172,0.9506048387096774,0.949588477366255,0.9878067375526054
baseline,0.0001,True,0,Adam,0.01,False,1024,20,10,0,1.202486276626587,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,10,0,0.9187736511230469,48.53709030151367,147.944580078125,47.12310791015625,0.9415322580645161,0.9404517453798767,0.9841319860938866
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,10,0,6.696697235107422,268.3870849609375,574.3645629882812,266.4386291503906,0.8019153225806451,0.8078239608801957,0.8857055726106493
baseline,0.0001,True,0,Adam,0.01,False,1024,20,10,1,1.2298126220703125,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,10,1,0.9007692337036133,49.553749084472656,141.90621948242188,47.250431060791016,0.9354838709677419,0.934224049331963,0.9861314981600829
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,10,1,6.694838047027588,265.4954528808594,1006.8548583984375,264.6511535644531,0.6602822580645161,0.7072111207645524,0.7541255819627137
baseline,0.0001,True,0,Adam,0.01,False,1024,20,10,2,1.069962978363037,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,10,2,0.9467811584472656,49.30026626586914,139.82164001464844,47.44355010986328,0.9440524193548387,0.9432805314256515,0.9854331429036127
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,10,2,6.780129432678223,258.34466552734375,518.5239868164062,257.1042785644531,0.7696572580645161,0.7784779447406689,0.8495791570943543
baseline,0.0001,True,0,Adam,0.01,False,1024,20,10,3,1.2309346199035645,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,10,3,0.9077513217926025,49.164981842041016,145.22451782226562,47.32380676269531,0.9375,0.9366053169734151,0.980788623010145
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,10,3,6.762253046035767,264.1129150390625,492.3478698730469,262.158935546875,0.8467741935483871,0.8331503841931943,0.9279636895927786
baseline,0.0001,True,0,Adam,0.01,False,1024,20,10,4,1.378997802734375,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,10,4,1.1653647422790527,49.15003204345703,135.90133666992188,47.1537971496582,0.9490927419354839,0.948178553104156,0.9855398784231607
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,10,4,6.496741533279419,266.5205383300781,731.5128784179688,265.73297119140625,0.6436491935483871,0.5838728663919953,0.710151056173379
baseline,0.0001,True,0,Adam,0.01,False,1024,20,10,5,1.3014411926269531,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,10,5,1.1875262260437012,48.694400787353516,139.37887573242188,46.57804489135742,0.9485887096774194,0.9474226804123712,0.9880517209831866
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,10,5,6.515334129333496,258.11907958984375,407.9511413574219,257.1147766113281,0.8190524193548387,0.809549071618037,0.8928172077988086
baseline,0.0001,True,0,Adam,0.01,False,1024,20,100,0,1.0463171005249023,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,100,0,1.1645042896270752,63.67158126831055,497.5100402832031,66.45048522949219,0.7434475806451613,0.7446061214249875,0.8192520381401589
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,100,0,3.8754353523254395,2665.51025390625,3322.171875,2664.385498046875,0.6335685483870968,0.6539742979533556,0.676203061784618
baseline,0.0001,True,0,Adam,0.01,False,1024,20,100,3,1.0736985206604004,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,100,3,1.01719331741333,64.34770202636719,498.34100341796875,66.9983901977539,0.7237903225806451,0.7300492610837437,0.7904436131498159
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,100,3,3.655911922454834,2622.704833984375,3240.216552734375,2621.590087890625,0.7091733870967742,0.6700971983990852,0.7807367800435074
baseline,0.0001,True,0,Adam,0.01,False,1024,20,100,2,1.2188432216644287,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,100,2,1.118293285369873,64.03239440917969,443.93035888671875,66.60974884033203,0.7762096774193549,0.7741607324516786,0.8410459064386931
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,100,2,3.548314094543457,2571.425048828125,3217.621337890625,2571.04296875,0.577116935483871,0.6048045219029675,0.6001001280826235
baseline,0.0001,True,0,Adam,0.01,False,1024,20,100,4,1.2863428592681885,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,100,4,1.0818288326263428,64.29443359375,431.2757263183594,66.62763977050781,0.811491935483871,0.813,0.889643605017586
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,100,4,3.4823012351989746,2657.285888671875,3408.493408203125,2657.330078125,0.4057459677419355,0.3002967359050445,0.37078547177099636
baseline,0.0001,True,0,Adam,0.01,False,1024,20,100,1,1.171933650970459,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,100,1,1.183884859085083,64.30558013916016,428.82733154296875,66.41939544677734,0.8044354838709677,0.7879781420765026,0.8883505804379207
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,100,1,3.683018922805786,2646.520263671875,3527.496337890625,2646.5107421875,0.45564516129032256,0.5469798657718121,0.43142090389737126
baseline,0.0001,True,0,Adam,0.01,False,1024,20,100,5,1.2781693935394287,22.181299209594727,92.99502563476562,0.0,0.9576612903225806,0.9568345323741007,0.9898824892756216
Guo,0.0001,True,0,Adam,0.01,False,1024,20,100,5,0.9721479415893555,63.69242477416992,389.8645935058594,65.6786117553711,0.8397177419354839,0.8354037267080746,0.9118700063024783
Golatkar,0.0001,True,0,Adam,0.01,False,1024,20,100,5,3.502985715866089,2571.291259765625,3162.702392578125,2571.146240234375,0.6209677419354839,0.5908596300326442,0.6682863358204403
