method,lam,l2_norm,remove_ratio,sampler_seed,minibatch_size,remove_class,sample_prob,num_removes,minibatch_fraction,sgd_seed,optim,step_size,lr_schedule,training_batch_size,num_stepstraining_time,removal_time,norm,grad_residual,test_accuracy,test_f1_score,test_roc_score,remove_accuracy,remove_f1_score,remove_roc_score,prime_accuracy,prime_f1_score,prime_roc_score
baseline,0.0001,True,0.4,0,None,0,0.5,4792,None,0,SGD,1.0,False,1024,None,18.876879453659058,29.738597869873047,4.241074562072754,0.9682459677419355,0.967741935483871,0.9920934393233984,0.9545075125208681,0.9530981067125646,0.9892000659394143,0.9613351877607789,0.9609660207806795,0.9900621237702009,18.876879453659058,1000
Golatkar,0.0001,True,0.4,0,4792,0,0.5,4792,1,0,SGD,1.0,False,1024,None,0.17938804626464844,31.35015869140625,0.15645401179790497,0.967741935483871,0.9672131147540983,0.9923922987781325,0.957220367278798,0.9559234573210064,0.9898352125194176,0.9655076495132128,0.9652173913043479,0.9907086756277694,33.57524514198303,1000
Golatkar,0.0001,True,0.4,0,2396,0,0.5,4792,2,0,SGD,1.0,False,1024,None,0.3776841163635254,31.363065719604492,0.09101393073797226,0.967741935483871,0.9672131147540983,0.9923933153068901,0.957220367278798,0.9559234573210064,0.98983311920468,0.9653685674547984,0.965072240145883,0.9907092947449949,33.46445178985596,1000
Guo,0.0001,True,0.4,0,2396,0,0.5,4792,2,0,SGD,1.0,False,1024,None,0.36492133140563965,30.3046817779541,2.9933829307556152,0.967741935483871,0.9672466734902764,0.9921056376684898,0.9547161936560935,0.9533433670178457,0.9891418020125476,0.9623087621696801,0.9619649122807018,0.9902270411211471,33.70670461654663,1000
Guo,0.0001,True,0.4,0,599,0,0.5,4792,8,0,SGD,1.0,False,1024,None,1.5592472553253174,30.304237365722656,2.9956443309783936,0.967741935483871,0.9672466734902764,0.9921046211397322,0.9547161936560935,0.9533433670178457,0.9891454653133387,0.9623087621696801,0.9619649122807018,0.9902281632711182,32.86923813819885,1000
Golatkar,0.0001,True,0.4,0,1198,0,0.5,4792,4,0,SGD,1.0,False,1024,None,0.7425863742828369,31.373865127563477,0.05319887399673462,0.967741935483871,0.9672131147540983,0.9923933153068901,0.957220367278798,0.9559234573210064,0.9898317236615215,0.9653685674547984,0.965072240145883,0.9907090625760353,37.919984340667725,1000
Guo,0.0001,True,0.4,0,4792,0,0.5,4792,1,0,SGD,1.0,False,1024,None,0.16953325271606445,30.30790901184082,2.995203733444214,0.967741935483871,0.9672466734902764,0.9921015715534593,0.9547161936560935,0.9533433670178457,0.9891390109262308,0.9623087621696801,0.9619649122807018,0.9902271572056266,38.621434450149536,1000
Guo,0.0001,True,0.4,0,1198,0,0.5,4792,4,0,SGD,1.0,False,1024,None,0.7068278789520264,30.308807373046875,2.988840103149414,0.967741935483871,0.9672466734902764,0.9921036046109746,0.9547161936560935,0.9533433670178457,0.9891440697701802,0.9623087621696801,0.9619649122807018,0.9902279311021587,39.15985298156738,1000
Golatkar,0.0001,True,0.4,0,599,0,0.5,4792,8,0,SGD,1.0,False,1024,None,1.4595506191253662,31.38581657409668,0.019245069473981857,0.967741935483871,0.9672131147540983,0.9923912822493749,0.957220367278798,0.9559234573210064,0.989829455903889,0.9653685674547984,0.965072240145883,0.990710610369099,38.97166848182678,1000
baseline,0.0001,True,0.4,1,None,0,0.5,4792,None,0,SGD,1.0,False,1024,None,18.189439058303833,29.968236923217773,4.245096206665039,0.96875,0.9682051282051282,0.9924095797670116,0.9559682804674458,0.9551921851773201,0.9881624758220502,0.9623087621696801,0.9615220786596621,0.9909912274609376,18.189439058303833,1000
Golatkar,0.0001,True,0.4,1,2396,0,0.5,4792,2,0,SGD,1.0,False,1024,None,0.38370418548583984,31.616836547851562,0.09575208276510239,0.969758064516129,0.9692307692307691,0.9927897615223535,0.9582637729549248,0.9575191163976211,0.988709986582327,0.9655076495132128,0.9647727272727272,0.9917556762041966,32.50550293922424,1000
Guo,0.0001,True,0.4,1,2396,0,0.5,4792,2,0,SGD,1.0,False,1024,None,0.38975071907043457,30.533273696899414,2.9898858070373535,0.9692540322580645,0.9687018984094408,0.9925010673551955,0.9565943238731218,0.9558386411889597,0.9881588164566888,0.9632823365785813,0.9625,0.9912270737965971,32.81784629821777,1000
Guo,0.0001,True,0.4,1,4792,0,0.5,4792,1,0,SGD,1.0,False,1024,None,0.1791236400604248,30.543989181518555,2.9731040000915527,0.9692540322580645,0.9687018984094408,0.9925041169414683,0.9565943238731218,0.9558386411889597,0.9881595134786623,0.9632823365785813,0.9625,0.9912273835094477,33.50104904174805,1000
Golatkar,0.0001,True,0.4,1,599,0,0.5,4792,8,0,SGD,1.0,False,1024,None,1.5398752689361572,31.63435935974121,0.032455019652843475,0.969758064516129,0.9692307692307691,0.9927897615223535,0.9582637729549248,0.9575191163976211,0.9887089410493666,0.9653685674547984,0.9646357051555177,0.9917556762041965,32.9420964717865,1000
Golatkar,0.0001,True,0.4,1,4792,0,0.5,4792,1,0,SGD,1.0,False,1024,None,0.17567682266235352,31.6029109954834,0.153161883354187,0.969758064516129,0.9692307692307691,0.9927917945798688,0.9582637729549248,0.9575191163976211,0.9887126004147281,0.9655076495132128,0.9647727272727272,0.9917529662167546,38.27321767807007,1000
Guo,0.0001,True,0.4,1,1198,0,0.5,4792,4,0,SGD,1.0,False,1024,None,0.7110059261322021,30.528030395507812,2.994687557220459,0.9692540322580645,0.9687018984094408,0.9925010673551955,0.9565943238731218,0.9558386411889597,0.9881589907121823,0.9632823365785813,0.9625,0.9912262220862583,38.037789821624756,1000
