method,lam,l2_norm,sgd_seed,optim,step_size,lr_schedule,training_batch_size,num_steps,noise,noise_seed,perturb_time,norm,grad_residual,model_diff,test_accuracy,test_f1_score,test_roc_score
baseline,0.0001,True,0,SGD,1.0,False,512,60,0.01,0,433.2936418056488,39.18022918701172,3537.224365234375,0.0,0.87801,0.879140040620201,0.9457434164521672
Guo,0.0001,True,0,SGD,1.0,False,512,60,0.01,0,278.18576192855835,39.18023681640625,3537.114013671875,0.007900955155491829,0.87804,0.879168565597321,0.9457432510520334
Golatkar,0.0001,True,0,SGD,1.0,False,512,60,0.01,0,68.2908935546875,39.1790657043457,3537.555908203125,0.1642121821641922,0.8781,0.8792208306911857,0.9457342602447508
baseline,0.0001,True,0,SGD,1.0,False,512,60,0.1,0,434.2114541530609,39.18022918701172,3537.224365234375,0.0,0.87801,0.879140040620201,0.9457434164521672
Guo,0.0001,True,0,SGD,1.0,False,512,60,0.1,0,278.2706048488617,39.18061828613281,3536.199462890625,0.07902129739522934,0.87804,0.8791733539400425,0.945741311050462
Golatkar,0.0001,True,0,SGD,1.0,False,512,60,0.1,0,68.10822796821594,39.19955825805664,3542.7890625,1.6421233415603638,0.8782,0.8792959923891068,0.9455620127052303
baseline,0.0001,True,0,SGD,1.0,False,512,60,0.01,2,445.0131936073303,39.18022918701172,3537.224365234375,0.0,0.87801,0.879140040620201,0.9457434164521672
Guo,0.0001,True,0,SGD,1.0,False,512,60,0.01,2,269.8698465824127,39.18022918701172,3537.283203125,0.0077632637694478035,0.87805,0.8791820640597602,0.9457434178521684
Golatkar,0.0001,True,0,SGD,1.0,False,512,60,0.01,2,67.64727878570557,39.17979431152344,3447.133056640625,0.16117635369300842,0.87808,0.8791746774225517,0.9457406190499014
baseline,0.0001,True,0,SGD,1.0,False,512,60,1,1,445.0176031589508,39.18022918701172,3537.224365234375,0.0,0.87801,0.879140040620201,0.9457434164521672
Guo,0.0001,True,0,SGD,1.0,False,512,60,1,1,269.86233711242676,39.20893859863281,3563.62841796875,0.8014811873435974,0.87821,0.8793262323507555,0.9457694978732932
Golatkar,0.0001,True,0,SGD,1.0,False,512,60,1,1,67.64872598648071,42.06534194946289,2589.4892578125,16.56272315979004,0.86411,0.8648196965928873,0.935261981362205
