strategy,lam,l2_norm,remove_ratio,deletion_batch_size,sampler_seed,remove_class,sampling_type,sgd_seed,optim,step_size,lr_schedule,batch_size,num_steps,running_time,unlearning_time,retraining_time,other_time,test_accuracy,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err,num_deletions,retrained,batch_deleted_class_balance,cum_deleted_class_balance,threshold
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,13.26756763458252,0,13.267546653747559,2.09808349609375e-05,0.8505,0.84,0.84,0.1467566774288199,100,True,0.49000000953674316,0.49000000953674316,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,13.204659700393677,0,13.20464301109314,1.6689300537109375e-05,0.8505,0.84,0.83,0.1467566774288199,200,True,0.44999998807907104,0.4699999988079071,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,12.80676794052124,0,12.806761264801025,6.67572021484375e-06,0.8495,0.83,0.82,0.20558002936857256,300,True,0.49000000953674316,0.476666659116745,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,12.721240997314453,0,12.72122859954834,1.239776611328125e-05,0.8475,0.8275,0.82,0.3234342840341047,400,True,0.5799999833106995,0.5024999976158142,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,12.673604488372803,0,12.673594951629639,9.5367431640625e-06,0.8505,0.83,0.85,0.1467566774288199,500,True,0.4699999988079071,0.4959999918937683,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,12.665801525115967,0,12.665791511535645,1.0013580322265625e-05,0.851,0.8416666666666667,0.92,0.11737089201877945,600,True,0.41999998688697815,0.4833333194255829,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,12.466843843460083,0,12.466832399368286,1.1444091796875e-05,0.8505,0.8428571428571429,0.86,0.1467566774288199,700,True,0.47999998927116394,0.4828571379184723,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,12.240096092224121,0,12.24008297920227,1.3113021850585938e-05,0.85,0.84125,0.83,0.17615971814445114,800,True,0.5,0.48500001430511475,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,11.92386770248413,0,11.9238600730896,7.62939453125e-06,0.849,0.8466666666666667,0.89,0.23501762632197437,900,True,0.4000000059604645,0.47555556893348694,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,10.616714239120483,0,10.616707801818848,6.4373016357421875e-06,0.8515,0.852,0.89,0.08800234672924294,1000,True,0.5299999713897705,0.48100000619888306,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,10.643547058105469,0,10.643541097640991,5.9604644775390625e-06,0.851,0.8481818181818181,0.82,0.11737089201877945,1100,True,0.49000000953674316,0.48181816935539246,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,10.428192615509033,0,10.428181171417236,1.1444091796875e-05,0.8505,0.8458333333333333,0.83,0.1467566774288199,1200,True,0.47999998927116394,0.4816666543483734,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,10.149470567703247,0,10.149463891983032,6.67572021484375e-06,0.85,0.8492307692307692,0.89,0.17615971814445114,1300,True,0.41999998688697815,0.4769230782985687,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,10.192384719848633,0,10.192376852035522,7.867813110351562e-06,0.8505,0.8507142857142858,0.85,0.1467566774288199,1400,True,0.4699999988079071,0.4764285683631897,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,10.06289792060852,0,10.062891006469727,6.9141387939453125e-06,0.8505,0.85,0.82,0.1467566774288199,1500,True,0.5400000214576721,0.4806666672229767,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,10.101383686065674,0,10.101377725601196,5.9604644775390625e-06,0.8515,0.849375,0.87,0.08800234672924294,1600,True,0.550000011920929,0.48500001430511475,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,9.941456317901611,0,9.941450119018555,6.198883056640625e-06,0.851,0.8470588235294118,0.8,0.11737089201877945,1700,True,0.49000000953674316,0.4852941036224365,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,10.25019359588623,0,10.250181436538696,1.2159347534179688e-05,0.8495,0.8466666666666667,0.87,0.20558002936857256,1800,True,0.550000011920929,0.4888888895511627,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,9.644750118255615,0,9.644743204116821,6.9141387939453125e-06,0.8505,0.8494736842105263,0.85,0.1467566774288199,1900,True,0.5199999809265137,0.49052631855010986,None
retrain,0.0001,True,0.2,100,0,0,uniform_random,0,SGD,1.0,False,512,500,9.4441237449646,0,9.444113969802856,9.775161743164062e-06,0.85,0.8505,0.87,0.17615971814445114,2000,True,0.5,0.4909999966621399,None
