strategy,lam,l2_norm,remove_ratio,deletion_batch_size,sampler_seed,remove_class,sampling_type,sgd_seed,optim,step_size,lr_schedule,batch_size,num_steps,noise,noise_seed,running_time,unlearning_time,retraining_time,other_time,test_accuracy,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err,pipeline_acc_dis_est,pipeline_abs_err,num_deletions,retrained,batch_deleted_class_balance,cum_deleted_class_balance,threshold,prop_const
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.520411491394043,0.5187990665435791,0,0.0016124248504638672,0.8515,0.64,0.64,0.08800234672924294,0.18650020976930246,0.0014999999999999458,100,False,0.6200000047683716,0.6200000047683716,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.5002505779266357,0.49817490577697754,0,0.002075672149658203,0.8525,0.71,0.78,0.02931691586044825,0.06213028585004446,0.0004999999999999449,200,False,0.3799999952316284,0.5,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.49291300773620605,0.49106454849243164,0,0.001848459243774414,0.851,0.73,0.79,0.11737089201877945,0.24873991201235351,0.0020000000000000018,300,False,0.3700000047683716,0.4566666781902313,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.5012435913085938,0.4994065761566162,0,0.001837015151977539,0.851,0.7775,0.91,0.11737089201877945,0.24873991201235351,0.0020000000000000018,400,False,0.3499999940395355,0.4300000071525574,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.5024633407592773,0.5006392002105713,0,0.0018241405487060547,0.851,0.772,0.79,0.11737089201877945,0.24873991201235351,0.0020000000000000018,500,False,0.36000001430511475,0.41600000858306885,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.49518799781799316,0.4933335781097412,0,0.0018544197082519531,0.85,0.7883333333333333,0.89,0.17615971814445114,0.37332895778248715,0.0030000000000000027,600,False,0.38999998569488525,0.4116666615009308,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.494704008102417,0.4928858280181885,0,0.0018181800842285156,0.8515,0.7928571428571428,0.89,0.08800234672924294,0.18650020976930246,0.0014999999999999458,700,False,0.3400000035762787,0.40142858028411865,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.49196839332580566,0.4901697635650635,0,0.0017986297607421875,0.852,0.795,0.86,0.05865102639296193,0.12429701175045466,0.0010000000000000009,800,False,0.4000000059604645,0.4012500047683716,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.48997926712036133,0.4881565570831299,0,0.0018227100372314453,0.85,0.8,0.87,0.17615971814445114,0.37332895778248715,0.0030000000000000027,900,False,0.3700000047683716,0.3977777659893036,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.4852628707885742,0.48349452018737793,0,0.001768350601196289,0.852,0.806,0.86,0.05865102639296193,0.12429701175045466,0.0010000000000000009,1000,False,0.3100000023841858,0.3889999985694885,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.4853532314300537,0.48183488845825195,0,0.003518342971801758,0.8515,0.8118181818181818,0.87,0.08800234672924294,0.18650020976930246,0.0014999999999999458,1100,False,0.3199999928474426,0.3827272653579712,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.4755280017852783,0.4725651741027832,0,0.002962827682495117,0.851,0.8108333333333333,0.81,0.11737089201877945,0.24873991201235351,0.0020000000000000018,1200,False,0.3700000047683716,0.3816666603088379,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.4714834690093994,0.4687027931213379,0,0.0027806758880615234,0.852,0.8115384615384615,0.86,0.05865102639296193,0.12429701175045466,0.0010000000000000009,1300,False,0.3100000023841858,0.3761538565158844,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.4700322151184082,0.46719884872436523,0,0.0028333663940429688,0.853,0.815,0.87,0.0,0.0,0.0,1400,False,0.3499999940395355,0.3742857277393341,5,2.11926405034525
golatkar_disparity_thresh_v1,0.0001,True,0.2,100,0,0,uniform_informed,0,SGD,1.0,False,512,500,0.0,0,0.4658050537109375,0.4629042148590088,0,0.002900838851928711,0.852,0.8186666666666667,0.85,0.05865102639296193,0.12429701175045466,0.0010000000000000009,1500,False,0.27000001072883606,0.367333322763443,5,2.11926405034525
