strategy,lam,l2_norm,remove_ratio,deletion_batch_size,sampler_seed,remove_class,sampling_type,sgd_seed,optim,step_size,lr_schedule,batch_size,num_steps,noise,noise_seed,running_time,unlearning_time,retraining_time,other_time,test_accuracy,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err,num_deletions,retrained,batch_deleted_class_balance,cum_deleted_class_balance,threshold
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,9.5367431640625e-07,0,0,9.5367431640625e-07,0.843,0.75,0.75,0.0,100,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,7.152557373046875e-07,0,0,7.152557373046875e-07,0.843,0.715,0.68,0.0,200,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,7.152557373046875e-07,0,0,7.152557373046875e-07,0.843,0.7566666666666667,0.84,0.0,300,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,9.5367431640625e-07,0,0,9.5367431640625e-07,0.843,0.775,0.83,0.0,400,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,7.152557373046875e-07,0,0,7.152557373046875e-07,0.843,0.778,0.79,0.0,500,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,9.5367431640625e-07,0,0,9.5367431640625e-07,0.843,0.7833333333333333,0.81,0.0,600,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,9.5367431640625e-07,0,0,9.5367431640625e-07,0.843,0.79,0.83,0.0,700,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,1.1920928955078125e-06,0,0,1.1920928955078125e-06,0.843,0.8,0.87,0.0,800,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,9.5367431640625e-07,0,0,9.5367431640625e-07,0.843,0.8,0.8,0.0,900,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,7.152557373046875e-07,0,0,7.152557373046875e-07,0.843,0.806,0.86,0.0,1000,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,9.5367431640625e-07,0,0,9.5367431640625e-07,0.843,0.8109090909090909,0.86,0.0,1100,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,9.5367431640625e-07,0,0,9.5367431640625e-07,0.843,0.81,0.8,0.0,1200,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,1.1920928955078125e-06,0,0,1.1920928955078125e-06,0.843,0.8161538461538461,0.89,0.0,1300,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,9.5367431640625e-07,0,0,9.5367431640625e-07,0.843,0.8221428571428572,0.9,0.0,1400,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,9.5367431640625e-07,0,0,9.5367431640625e-07,0.843,0.8233333333333334,0.84,0.0,1500,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,1.1920928955078125e-06,0,0,1.1920928955078125e-06,0.843,0.828125,0.9,0.0,1600,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,9.5367431640625e-07,0,0,9.5367431640625e-07,0.843,0.8323529411764706,0.9,0.0,1700,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,1.1920928955078125e-06,0,0,1.1920928955078125e-06,0.843,0.8383333333333334,0.94,0.0,1800,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,1.430511474609375e-06,0,0,1.430511474609375e-06,0.843,0.8415789473684211,0.9,0.0,1900,False,1.0,1.0,None
nothing,0.0001,True,0.2,100,0,0,targeted_informed,0,SGD,1.0,False,512,500,1.0,4,1.1920928955078125e-06,0,0,1.1920928955078125e-06,0.843,0.845,0.91,0.0,2000,False,1.0,1.0,None
