,method,time,num_removes,remove_ratio,sampling_type,batch,test_accuracy,cum_remove_accuracy,batch_remove_accuracy
0,retrain,16.335203812923282,4493,0.375,targeted_informed,10,0.9682459677419355,0.6,0.6
1,retrain,16.897152430843562,4493,0.375,targeted_informed,20,0.9682459677419355,0.7,0.8
2,retrain,16.58220150275156,4493,0.375,targeted_informed,30,0.9682459677419355,0.8,1.0
3,retrain,16.582532946020365,4493,0.375,targeted_informed,40,0.9682459677419355,0.775,0.7
4,retrain,16.498690160922706,4493,0.375,targeted_informed,50,0.9682459677419355,0.8,0.9
5,retrain,16.50507129682228,4493,0.375,targeted_informed,60,0.9682459677419355,0.8333333333333334,1.0
6,retrain,16.648034534882754,4493,0.375,targeted_informed,70,0.96875,0.8428571428571429,0.9
7,retrain,16.786848625168204,4493,0.375,targeted_informed,80,0.96875,0.8625,1.0
8,retrain,16.70623838994652,4493,0.375,targeted_informed,90,0.96875,0.8666666666666667,0.9
9,retrain,16.649968391284347,4493,0.375,targeted_informed,100,0.96875,0.87,0.9
10,retrain,16.487270971760154,4493,0.375,targeted_informed,110,0.96875,0.8727272727272727,0.9
11,retrain,16.461739669088274,4493,0.375,targeted_informed,120,0.96875,0.8833333333333333,1.0
12,retrain,16.516791035886854,4493,0.375,targeted_informed,130,0.96875,0.8846153846153846,0.9
13,retrain,16.65081830928102,4493,0.375,targeted_informed,140,0.96875,0.8928571428571429,1.0
14,retrain,16.526879044715315,4493,0.375,targeted_informed,150,0.96875,0.8933333333333333,0.9
15,retrain,16.521003124769777,4493,0.375,targeted_informed,160,0.9682459677419355,0.9,1.0
16,retrain,17.409622388891876,4493,0.375,targeted_informed,170,0.9682459677419355,0.9058823529411765,1.0
17,retrain,17.330928965937346,4493,0.375,targeted_informed,180,0.9682459677419355,0.9111111111111111,1.0
18,retrain,18.167027458082885,4493,0.375,targeted_informed,190,0.9682459677419355,0.9105263157894737,0.9
19,retrain,16.65800641803071,4493,0.375,targeted_informed,200,0.9682459677419355,0.91,0.9
20,retrain,16.247135002166033,4493,0.375,targeted_informed,210,0.9682459677419355,0.9142857142857143,1.0
21,retrain,16.34761697612703,4493,0.375,targeted_informed,220,0.9682459677419355,0.9181818181818182,1.0
22,retrain,17.353900806047022,4493,0.375,targeted_informed,230,0.9682459677419355,0.9217391304347826,1.0
23,retrain,17.24744646716863,4493,0.375,targeted_informed,240,0.9682459677419355,0.925,1.0
24,retrain,16.55292217899114,4493,0.375,targeted_informed,250,0.9682459677419355,0.928,1.0
25,retrain,16.365409047342837,4493,0.375,targeted_informed,260,0.9682459677419355,0.9192307692307692,0.9
26,retrain,16.518940617330372,4493,0.375,targeted_informed,270,0.9682459677419355,0.9222222222222223,1.0
27,retrain,16.37148325704038,4493,0.375,targeted_informed,280,0.9682459677419355,0.925,1.0
28,retrain,16.150350930634886,4493,0.375,targeted_informed,290,0.9682459677419355,0.9275862068965517,1.0
29,retrain,16.53606013627723,4493,0.375,targeted_informed,300,0.9682459677419355,0.93,1.0
