,method,time,num_removes,remove_ratio,sampling_type,batch,test_accuracy,cum_remove_accuracy,batch_remove_accuracy
0,retrain,19.48486868200007,2000,0.2,targeted_informed,10,0.8515,0.2,0.2
1,retrain,19.47636913899987,2000,0.2,targeted_informed,20,0.8515,0.25,0.3
2,retrain,19.78218582999989,2000,0.2,targeted_informed,30,0.851,0.3333333333333333,0.7
3,retrain,19.838042764999955,2000,0.2,targeted_informed,40,0.85,0.35,0.5
4,retrain,19.669195468999987,2000,0.2,targeted_informed,50,0.8495,0.4,0.5
5,retrain,19.65312867099965,2000,0.2,targeted_informed,60,0.8505,0.4166666666666667,0.7
6,retrain,19.855003757000304,2000,0.2,targeted_informed,70,0.8495,0.4142857142857143,0.4
7,retrain,19.809269205999954,2000,0.2,targeted_informed,80,0.848,0.4375,0.6
8,retrain,19.58798363799997,2000,0.2,targeted_informed,90,0.8475,0.45555555555555555,0.6
9,retrain,19.584758992999923,2000,0.2,targeted_informed,100,0.848,0.44,0.3
10,retrain,19.659324764999837,2000,0.2,targeted_informed,110,0.851,0.41818181818181815,0.5
11,retrain,19.808412166999915,2000,0.2,targeted_informed,120,0.8485,0.425,0.2
12,retrain,19.691803117999825,2000,0.2,targeted_informed,130,0.851,0.38461538461538464,0.5
13,retrain,19.615108621999752,2000,0.2,targeted_informed,140,0.851,0.39285714285714285,0.5
14,retrain,19.83738836800012,2000,0.2,targeted_informed,150,0.85,0.38666666666666666,0.4
15,retrain,19.484267477999765,2000,0.2,targeted_informed,160,0.85,0.40625,0.8
16,retrain,20.161541269999816,2000,0.2,targeted_informed,170,0.8485,0.4588235294117647,0.7
17,retrain,19.85222670999974,2000,0.2,targeted_informed,180,0.849,0.4388888888888889,0.5
18,retrain,19.78200226400031,2000,0.2,targeted_informed,190,0.847,0.4052631578947368,0.2
19,retrain,19.756317923000097,2000,0.2,targeted_informed,200,0.848,0.39,0.4
20,retrain,19.761270838999735,2000,0.2,targeted_informed,210,0.847,0.41904761904761906,0.5
21,retrain,19.844162607999806,2000,0.2,targeted_informed,220,0.8485,0.38636363636363635,0.6
22,retrain,19.747745157999816,2000,0.2,targeted_informed,230,0.8475,0.391304347826087,0.8
23,retrain,19.674163714000315,2000,0.2,targeted_informed,240,0.846,0.36666666666666664,0.4
24,retrain,19.660001444000045,2000,0.2,targeted_informed,250,0.8325,0.284,0.7
25,retrain,19.589150922000044,2000,0.2,targeted_informed,260,0.848,0.4653846153846154,0.7
26,retrain,19.58582751799986,2000,0.2,targeted_informed,270,0.8475,0.5037037037037037,0.8
27,retrain,19.339232821000223,2000,0.2,targeted_informed,280,0.8475,0.4142857142857143,0.5
28,retrain,19.249647912,2000,0.2,targeted_informed,290,0.8465,0.4068965517241379,0.6
29,retrain,19.38814370099999,2000,0.2,targeted_informed,300,0.8465,0.43333333333333335,0.8
30,retrain,19.389021932000105,2000,0.2,targeted_informed,310,0.848,0.41935483870967744,0.3
31,retrain,19.28185351100001,2000,0.2,targeted_informed,320,0.847,0.415625,0.6
32,retrain,19.32517082200002,2000,0.2,targeted_informed,330,0.8465,0.40606060606060607,0.5
33,retrain,19.408074169999963,2000,0.2,targeted_informed,340,0.8465,0.4088235294117647,0.5
34,retrain,19.711717665999913,2000,0.2,targeted_informed,350,0.8455,0.4085714285714286,0.7
35,retrain,19.5633046060002,2000,0.2,targeted_informed,360,0.843,0.40555555555555556,0.9
36,retrain,19.58674890200018,2000,0.2,targeted_informed,370,0.8435,0.43243243243243246,0.8
37,retrain,19.90894666400027,2000,0.2,targeted_informed,380,0.843,0.4026315789473684,0.3
38,retrain,19.201663815999837,2000,0.2,targeted_informed,390,0.8415,0.40512820512820513,0.7
39,retrain,19.141485630999796,2000,0.2,targeted_informed,400,0.843,0.42,0.7
40,retrain,19.081302400000368,2000,0.2,targeted_informed,410,0.8425,0.4146341463414634,0.6
41,retrain,19.445581438000318,2000,0.2,targeted_informed,420,0.843,0.4095238095238095,0.5
42,retrain,19.14157422199969,2000,0.2,targeted_informed,430,0.8415,0.4,0.6
43,retrain,19.070891147999646,2000,0.2,targeted_informed,440,0.841,0.39545454545454545,0.5
44,retrain,19.442785142000048,2000,0.2,targeted_informed,450,0.8415,0.38666666666666666,0.5
45,retrain,19.21737254000027,2000,0.2,targeted_informed,460,0.8395,0.39565217391304347,0.6
46,retrain,19.289560400000028,2000,0.2,targeted_informed,470,0.839,0.39148936170212767,0.5
47,retrain,19.487821622999945,2000,0.2,targeted_informed,480,0.8395,0.3854166666666667,0.5
48,retrain,19.0629533729998,2000,0.2,targeted_informed,490,0.8395,0.373469387755102,0.6
49,retrain,19.03633905100014,2000,0.2,targeted_informed,500,0.8385,0.392,0.8
50,retrain,19.25613213500037,2000,0.2,targeted_informed,510,0.839,0.4019607843137255,0.7
51,retrain,19.221261537999908,2000,0.2,targeted_informed,520,0.8385,0.3923076923076923,0.5
52,retrain,19.020458805999624,2000,0.2,targeted_informed,530,0.836,0.3849056603773585,0.8
53,retrain,19.06369460499991,2000,0.2,targeted_informed,540,0.8365,0.39444444444444443,0.7
54,retrain,19.158221310000044,2000,0.2,targeted_informed,550,0.8385,0.4127272727272727,0.7
55,retrain,19.001544275000015,2000,0.2,targeted_informed,560,0.8355,0.40714285714285714,0.5
56,retrain,19.08422796900004,2000,0.2,targeted_informed,570,0.8365,0.39649122807017545,0.5
57,retrain,19.181603485999858,2000,0.2,targeted_informed,580,0.8365,0.38275862068965516,0.4
58,retrain,18.992746977000024,2000,0.2,targeted_informed,590,0.837,0.3644067796610169,0.4
59,retrain,18.938760579000245,2000,0.2,targeted_informed,600,0.836,0.39666666666666667,0.7
60,retrain,18.903271852000216,2000,0.2,targeted_informed,610,0.8355,0.35737704918032787,0.4
61,retrain,18.902517843999703,2000,0.2,targeted_informed,620,0.837,0.3758064516129032,0.8
62,retrain,18.90117007100025,2000,0.2,targeted_informed,630,0.8355,0.39206349206349206,0.5
63,retrain,18.85920697900019,2000,0.2,targeted_informed,640,0.8365,0.38125,0.8
64,retrain,18.907980255999973,2000,0.2,targeted_informed,650,0.8365,0.3892307692307692,0.9
65,retrain,18.888927638999576,2000,0.2,targeted_informed,660,0.8345,0.3803030303030303,0.6
66,retrain,19.012617972000044,2000,0.2,targeted_informed,670,0.8365,0.39552238805970147,0.5
67,retrain,18.97344668400001,2000,0.2,targeted_informed,680,0.835,0.38088235294117645,0.4
68,retrain,19.02088492799976,2000,0.2,targeted_informed,690,0.8335,0.36231884057971014,0.5
69,retrain,18.983426341999802,2000,0.2,targeted_informed,700,0.8315,0.36,0.4
70,retrain,18.870619833999626,2000,0.2,targeted_informed,710,0.8305,0.35492957746478876,0.3
71,retrain,18.723252958000103,2000,0.2,targeted_informed,720,0.8335,0.3763888888888889,0.7
72,retrain,18.712076385000273,2000,0.2,targeted_informed,730,0.8355,0.38493150684931504,0.4
73,retrain,18.68898274000003,2000,0.2,targeted_informed,740,0.83,0.35405405405405405,0.2
74,retrain,18.724068392999925,2000,0.2,targeted_informed,750,0.8315,0.35333333333333333,0.4
75,retrain,18.78519160099995,2000,0.2,targeted_informed,760,0.8325,0.36578947368421055,0.4
76,retrain,18.700991214999704,2000,0.2,targeted_informed,770,0.834,0.37532467532467534,0.7
77,retrain,18.61247481700002,2000,0.2,targeted_informed,780,0.837,0.44871794871794873,0.5
78,retrain,18.41569543300011,2000,0.2,targeted_informed,790,0.83,0.34430379746835443,0.8
79,retrain,18.346781066999938,2000,0.2,targeted_informed,800,0.8275,0.33625,0.3
80,retrain,18.342363492999993,2000,0.2,targeted_informed,810,0.83,0.34814814814814815,0.7
81,retrain,18.355359020999913,2000,0.2,targeted_informed,820,0.8295,0.34512195121951217,0.6
82,retrain,18.377093265999974,2000,0.2,targeted_informed,830,0.8245,0.336144578313253,0.6
83,retrain,18.64592668200021,2000,0.2,targeted_informed,840,0.8305,0.35595238095238096,0.4
84,retrain,18.47124620700015,2000,0.2,targeted_informed,850,0.8235,0.3305882352941176,0.4
85,retrain,18.45294684999999,2000,0.2,targeted_informed,860,0.8265,0.3395348837209302,0.5
86,retrain,18.440164648000064,2000,0.2,targeted_informed,870,0.8215,0.3310344827586207,0.7
87,retrain,18.454814141000497,2000,0.2,targeted_informed,880,0.8235,0.33295454545454545,0.5
88,retrain,18.48807916200076,2000,0.2,targeted_informed,890,0.827,0.350561797752809,0.4
89,retrain,18.350972715999887,2000,0.2,targeted_informed,900,0.824,0.33111111111111113,0.5
90,retrain,18.368425546999788,2000,0.2,targeted_informed,910,0.829,0.36153846153846153,0.6
91,retrain,18.324824513999374,2000,0.2,targeted_informed,920,0.8235,0.33260869565217394,0.8
92,retrain,18.41511216500021,2000,0.2,targeted_informed,930,0.8225,0.3301075268817204,0.6
93,retrain,18.22988053300014,2000,0.2,targeted_informed,940,0.8255,0.34574468085106386,0.6
94,retrain,18.236305094000272,2000,0.2,targeted_informed,950,0.825,0.3336842105263158,0.5
95,retrain,18.288247968999713,2000,0.2,targeted_informed,960,0.8225,0.3302083333333333,0.6
96,retrain,18.21465411600002,2000,0.2,targeted_informed,970,0.818,0.32989690721649484,0.5
97,retrain,18.32091941700037,2000,0.2,targeted_informed,980,0.822,0.3326530612244898,0.6
98,retrain,18.19602004799981,2000,0.2,targeted_informed,990,0.8165,0.32323232323232326,0.6
99,retrain,18.168164032000277,2000,0.2,targeted_informed,1000,0.821,0.337,0.5
