,method,time,num_removes,remove_ratio,sampling_type,batch,test_accuracy,cum_remove_accuracy,batch_remove_accuracy
100,retrain,18.13168250199942,2000,0.2,targeted_informed,1010,0.8165,0.3227722772277228,0.5
101,retrain,18.132313121999687,2000,0.2,targeted_informed,1020,0.822,0.3411764705882353,0.5
102,retrain,18.12343675000011,2000,0.2,targeted_informed,1030,0.8205,0.341747572815534,0.7
103,retrain,18.694073532999937,2000,0.2,targeted_informed,1040,0.8175,0.3326923076923077,0.6
104,retrain,18.457335475000036,2000,0.2,targeted_informed,1050,0.816,0.3304761904761905,0.6
105,retrain,18.295116301000235,2000,0.2,targeted_informed,1060,0.8165,0.330188679245283,0.3
106,retrain,18.122937183999966,2000,0.2,targeted_informed,1070,0.8155,0.32242990654205606,0.5
107,retrain,18.14074443500067,2000,0.2,targeted_informed,1080,0.8175,0.3333333333333333,0.5
108,retrain,18.052963600000112,2000,0.2,targeted_informed,1090,0.8155,0.3247706422018349,0.4
109,retrain,18.139606728999752,2000,0.2,targeted_informed,1100,0.815,0.32181818181818184,0.5
110,retrain,18.027786640999693,2000,0.2,targeted_informed,1110,0.8135,0.3144144144144144,0.6
111,retrain,18.023342484999375,2000,0.2,targeted_informed,1120,0.8155,0.31785714285714284,0.5
112,retrain,18.126161242999842,2000,0.2,targeted_informed,1130,0.8155,0.3256637168141593,0.3
113,retrain,18.304958564000117,2000,0.2,targeted_informed,1140,0.8155,0.3201754385964912,0.6
114,retrain,18.05073110400008,2000,0.2,targeted_informed,1150,0.8085,0.3,0.4
115,retrain,18.292688063999776,2000,0.2,targeted_informed,1160,0.8185,0.3310344827586207,0.4
116,retrain,18.019961113000136,2000,0.2,targeted_informed,1170,0.815,0.31965811965811963,0.3
117,retrain,17.950855590000174,2000,0.2,targeted_informed,1180,0.8155,0.3228813559322034,0.4
118,retrain,17.912016575000052,2000,0.2,targeted_informed,1190,0.8135,0.3126050420168067,0.7
119,retrain,17.95432449100008,2000,0.2,targeted_informed,1200,0.813,0.31833333333333336,0.2
120,retrain,17.98141977299929,2000,0.2,targeted_informed,1210,0.813,0.31735537190082647,0.5
121,retrain,17.96775950999927,2000,0.2,targeted_informed,1220,0.814,0.32459016393442625,0.6
122,retrain,17.956190517999858,2000,0.2,targeted_informed,1230,0.805,0.291869918699187,0.5
123,retrain,18.01411070800077,2000,0.2,targeted_informed,1240,0.8065,0.29354838709677417,0.6
124,retrain,17.915502591000404,2000,0.2,targeted_informed,1250,0.812,0.308,0.4
125,retrain,18.001661844999944,2000,0.2,targeted_informed,1260,0.8035,0.29365079365079366,0.6
126,retrain,17.81275880099929,2000,0.2,targeted_informed,1270,0.815,0.33228346456692914,0.5
127,retrain,17.82114856499993,2000,0.2,targeted_informed,1280,0.813,0.3265625,0.8
128,retrain,17.81038941999941,2000,0.2,targeted_informed,1290,0.808,0.30310077519379847,0.8
129,retrain,17.508079846000328,2000,0.2,targeted_informed,1300,0.808,0.3038461538461538,0.5
130,retrain,17.532659088999935,2000,0.2,targeted_informed,1310,0.8075,0.3045801526717557,0.4
131,retrain,17.53444387699983,2000,0.2,targeted_informed,1320,0.805,0.30227272727272725,0.6
132,retrain,17.462071427999945,2000,0.2,targeted_informed,1330,0.806,0.3007518796992481,0.4
133,retrain,17.648891746000118,2000,0.2,targeted_informed,1340,0.804,0.30074626865671644,0.8
134,retrain,17.44386771900008,2000,0.2,targeted_informed,1350,0.806,0.30518518518518517,0.7
135,retrain,17.406165280000096,2000,0.2,targeted_informed,1360,0.803,0.2985294117647059,0.5
136,retrain,17.823479205000694,2000,0.2,targeted_informed,1370,0.8005,0.28613138686131384,0.5
137,retrain,17.48303513600058,2000,0.2,targeted_informed,1380,0.8015,0.2942028985507246,0.6
138,retrain,17.43484292299945,2000,0.2,targeted_informed,1390,0.8015,0.29280575539568343,0.4
139,retrain,17.57825729400065,2000,0.2,targeted_informed,1400,0.801,0.295,0.9
140,retrain,17.59699250599988,2000,0.2,targeted_informed,1410,0.8025,0.30354609929078014,0.2
141,retrain,17.357567275999827,2000,0.2,targeted_informed,1420,0.8025,0.2943661971830986,0.7
142,retrain,17.284841341000174,2000,0.2,targeted_informed,1430,0.803,0.3034965034965035,0.7
143,retrain,17.355582895000225,2000,0.2,targeted_informed,1440,0.801,0.29444444444444445,0.4
144,retrain,17.389473407999503,2000,0.2,targeted_informed,1450,0.8015,0.2924137931034483,0.3
145,retrain,17.351413565000257,2000,0.2,targeted_informed,1460,0.801,0.2924657534246575,0.7
146,retrain,17.553738690999126,2000,0.2,targeted_informed,1470,0.799,0.29183673469387755,0.5
147,retrain,17.302599245000238,2000,0.2,targeted_informed,1480,0.8005,0.2972972972972973,0.6
148,retrain,17.425737454999762,2000,0.2,targeted_informed,1490,0.799,0.29328859060402684,0.5
149,retrain,17.32810164900002,2000,0.2,targeted_informed,1500,0.7965,0.29,0.7
150,retrain,17.312880795000638,2000,0.2,targeted_informed,1510,0.7975,0.2894039735099338,0.4
151,retrain,17.326275693999378,2000,0.2,targeted_informed,1520,0.797,0.29342105263157897,0.5
152,retrain,17.245896725999955,2000,0.2,targeted_informed,1530,0.7965,0.28954248366013075,0.5
153,retrain,17.246474939999644,2000,0.2,targeted_informed,1540,0.797,0.2948051948051948,0.6
154,retrain,17.392354923999847,2000,0.2,targeted_informed,1550,0.792,0.2870967741935484,0.8
155,retrain,17.263508931000615,2000,0.2,targeted_informed,1560,0.792,0.28910256410256413,0.6
156,retrain,17.1939589120002,2000,0.2,targeted_informed,1570,0.7995,0.30318471337579617,0.7
157,retrain,17.230430853999678,2000,0.2,targeted_informed,1580,0.792,0.28860759493670884,0.5
158,retrain,17.31774133699946,2000,0.2,targeted_informed,1590,0.792,0.2949685534591195,0.6
159,retrain,17.084407182000177,2000,0.2,targeted_informed,1600,0.7905,0.285625,0.6
160,retrain,17.201483074999487,2000,0.2,targeted_informed,1610,0.793,0.2993788819875776,0.8
161,retrain,17.21455030800007,2000,0.2,targeted_informed,1620,0.792,0.29074074074074074,0.6
162,retrain,17.14156982000077,2000,0.2,targeted_informed,1630,0.79,0.28343558282208586,0.5
163,retrain,17.113160882000557,2000,0.2,targeted_informed,1640,0.788,0.27378048780487807,0.5
164,retrain,17.081497025000317,2000,0.2,targeted_informed,1650,0.792,0.2915151515151515,0.6
165,retrain,17.042764251000335,2000,0.2,targeted_informed,1660,0.79,0.28313253012048195,0.7
166,retrain,17.019491576999826,2000,0.2,targeted_informed,1670,0.793,0.2880239520958084,0.7
167,retrain,17.00190271700012,2000,0.2,targeted_informed,1680,0.7935,0.29583333333333334,0.5
168,retrain,17.584161234999556,2000,0.2,targeted_informed,1690,0.793,0.28994082840236685,0.6
169,retrain,17.084105507999993,2000,0.2,targeted_informed,1700,0.7895,0.2858823529411765,0.6
170,retrain,17.014257204000387,2000,0.2,targeted_informed,1710,0.7925,0.2941520467836257,0.6
171,retrain,16.972536387999753,2000,0.2,targeted_informed,1720,0.791,0.28488372093023256,0.2
172,retrain,17.040909063000072,2000,0.2,targeted_informed,1730,0.793,0.2907514450867052,0.5
173,retrain,17.002165328000046,2000,0.2,targeted_informed,1740,0.789,0.2850574712643678,0.8
174,retrain,16.983948846000203,2000,0.2,targeted_informed,1750,0.7845,0.2725714285714286,0.6
175,retrain,16.995311114999822,2000,0.2,targeted_informed,1760,0.7815,0.26647727272727273,0.7
176,retrain,16.98207681799977,2000,0.2,targeted_informed,1770,0.7835,0.2734463276836158,0.6
177,retrain,16.969876819000092,2000,0.2,targeted_informed,1780,0.779,0.26292134831460673,0.8
178,retrain,16.961171567999372,2000,0.2,targeted_informed,1790,0.7895,0.288268156424581,0.6
179,retrain,16.94696020900028,2000,0.2,targeted_informed,1800,0.7805,0.27166666666666667,0.7
180,retrain,16.739451198000097,2000,0.2,targeted_informed,1810,0.7815,0.2773480662983425,0.5
181,retrain,16.700198239999736,2000,0.2,targeted_informed,1820,0.7815,0.2785714285714286,0.6
182,retrain,16.68631172500045,2000,0.2,targeted_informed,1830,0.7815,0.2797814207650273,0.6
183,retrain,16.570564637000643,2000,0.2,targeted_informed,1840,0.78,0.27608695652173915,0.4
184,retrain,16.62067636899974,2000,0.2,targeted_informed,1850,0.78,0.2745945945945946,0.2
185,retrain,16.64700983900002,2000,0.2,targeted_informed,1860,0.778,0.27043010752688174,0.4
186,retrain,16.639497985999697,2000,0.2,targeted_informed,1870,0.779,0.2748663101604278,0.4
187,retrain,16.598708067999723,2000,0.2,targeted_informed,1880,0.7785,0.2734042553191489,0.4
188,retrain,16.654479032999916,2000,0.2,targeted_informed,1890,0.7785,0.2714285714285714,0.7
189,retrain,17.167615020000085,2000,0.2,targeted_informed,1900,0.777,0.26894736842105266,0.6
190,retrain,16.513303089000146,2000,0.2,targeted_informed,1910,0.775,0.2675392670157068,0.6
191,retrain,16.62021371100036,2000,0.2,targeted_informed,1920,0.7765,0.271875,0.7
192,retrain,16.456210702000135,2000,0.2,targeted_informed,1930,0.777,0.27357512953367874,0.5
193,retrain,16.427928219999558,2000,0.2,targeted_informed,1940,0.774,0.2711340206185567,0.4
194,retrain,16.39251882299959,2000,0.2,targeted_informed,1950,0.776,0.2733333333333333,0.6
195,retrain,16.379617018000317,2000,0.2,targeted_informed,1960,0.7695,0.2571428571428571,0.4
196,retrain,16.369286964999446,2000,0.2,targeted_informed,1970,0.774,0.2715736040609137,0.5
197,retrain,16.390039859999888,2000,0.2,targeted_informed,1980,0.7715,0.2641414141414141,0.8
198,retrain,16.490875712999696,2000,0.2,targeted_informed,1990,0.7705,0.264321608040201,0.9
199,retrain,16.53203156499967,2000,0.2,targeted_informed,2000,0.7715,0.2705,0.8
