,method,unlearning_bz,num_removes,remove_ratio,sampling_type,batch,time,test_accuracy,retrained,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err
0,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,100,1.156007868994493,0.851,False,0.44,0.44,0.11737089201877945
1,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,200,1.1016888399608433,0.847,False,0.41,0.45,0.35294117647058854
2,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,300,1.1839702439610846,0.8455,False,0.44,0.62,0.4415660877244598
3,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,400,23.57996290194569,0.843,True,0.42,0.59,0.0
4,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,500,1.4304773850017227,0.841,False,0.4,0.56,0.11876484560570083
5,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,600,1.147712672012858,0.8375,False,0.40166666666666667,0.59,0.32728354656351977
6,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,700,1.2661667999927886,0.8365,False,0.38857142857142857,0.59,0.38701994641261983
7,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,800,1.1808734810329042,0.8355,False,0.36625,0.46,0.4468275245755109
8,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,900,22.924468596000224,0.824,True,0.33111111111111113,0.53,0.0
9,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,1000,1.3218753400142305,0.8235,False,0.34,0.58,0.030349013657052806
10,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,1100,1.2141786679858342,0.819,False,0.33454545454545453,0.51,0.30432136335970816
11,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,1200,21.992072133056354,0.813,True,0.31833333333333336,0.43,0.0
12,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,1300,1.1056490550399758,0.8105,False,0.3169230769230769,0.58,0.15398829688943313
13,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,1400,1.0814625539933331,0.806,False,0.31214285714285717,0.6,0.43236565781345865
14,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,1500,21.43157264799811,0.7965,True,0.29,0.53,0.0
15,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,1600,1.19219102995703,0.7975,False,0.30125,0.58,0.06273525721455464
16,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,1700,1.0575880139949732,0.7925,False,0.2988235294117647,0.62,0.2517306482064194
17,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,1800,19.019352332979906,0.7805,True,0.27166666666666667,0.59,0.0
18,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,1900,1.1786532800178975,0.7815,False,0.2805263157894737,0.47,0.06402048655569789
19,Golatkar threshold: 0.5%,100,2000,0.2,targeted_informed,2000,1.0306402150308713,0.777,False,0.28,0.64,0.22471910112359214
