,method,unlearning_bz,num_removes,remove_ratio,sampling_type,batch,time,test_accuracy,retrained,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err
23,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,24000,0.08454520103987306,0.7290110495335789,False,0.5345,0.602,0.08963321146361405
24,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,25000,95.71169667696813,0.7274620494991566,True,0.52252,0.557,0.0
25,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,26000,0.09370400296756998,0.7278234828405219,False,0.5290384615384616,0.571,0.024835905623565923
26,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,27000,0.07796875899657607,0.727444838387663,False,0.5281481481481481,0.593,0.0011829699643907713
27,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,28000,0.0766237229690887,0.7267563939279199,False,0.5263214285714286,0.571,0.04852472985927181
28,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,29000,96.15200197696686,0.7254999827888885,True,0.5242068965517241,0.57,0.0
29,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,30000,0.0931414810474962,0.7244328938762865,False,0.5200333333333333,0.533,0.07359574569108862
30,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,31000,95.47790134203387,0.723589549413101,True,0.5152903225806451,0.523,0.0
31,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,32000,0.07975494902348146,0.7230215827338129,False,0.5105625,0.506,0.03926187671770767
32,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,33000,95.2310202330118,0.7235723383016075,True,0.5089090909090909,0.509,0.0
33,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,34000,93.84174699295545,0.7203366493408144,True,0.49861764705882355,0.478,0.0
34,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,35000,0.07537574501475319,0.7206980826821796,False,0.4961714285714286,0.445,0.025081514923501042
35,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,36000,0.06858329602982849,0.7196309937695776,False,0.4920833333333333,0.468,0.04900496025817365
36,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,37000,0.06506972800707445,0.7192351382052253,False,0.4875405405405405,0.438,0.07651658257812771
37,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,38000,94.41710819897708,0.7170665381570341,True,0.47960526315789476,0.454,0.0
38,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,39000,0.09436042897868901,0.7174107603869058,False,0.47943589743589743,0.452,0.023996352554413247
39,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,40000,0.08187217498198152,0.7163264603628102,False,0.47355,0.393,0.05163118523587993
40,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,41000,92.0172351730871,0.7118171491514922,True,0.45958536585365856,0.392,0.0
41,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,42000,91.74890032899566,0.714243915872087,True,0.46354761904761904,0.401,0.0
42,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,43000,0.09086023201234639,0.7129702936215621,False,0.4583720930232558,0.423,0.08923833871979338
43,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,44000,92.48553386697313,0.7136759491927989,True,0.45586363636363636,0.383,0.0
44,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,45000,90.22148603404639,0.7135038380778631,True,0.4540666666666667,0.4,0.0
45,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,46000,92.00486567505868,0.708254449072321,True,0.43467391304347824,0.372,0.0
46,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,47000,92.15150393202202,0.7120925269353895,True,0.44668085106382976,0.397,0.0
47,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,48000,93.2368066199706,0.7096829713262882,True,0.43464583333333334,0.389,0.0
48,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,49000,92.48999687796459,0.7075487935010843,True,0.42497959183673467,0.388,0.0
49,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,50000,0.07138248503906652,0.7070324601562769,False,0.4214,0.372,0.036500790850474654
50,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,51000,90.13842556905001,0.7061030601356235,True,0.419,0.375,0.0
51,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,52000,0.07367649395018816,0.7050703934460087,False,0.4118269230769231,0.395,0.0731778710118028
52,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,53000,88.79788222402567,0.7051908712264638,True,0.41230188679245283,0.381,0.0
53,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,54000,88.98689067101805,0.7040033045334068,True,0.4045185185185185,0.377,0.0
54,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,55000,89.22930191404885,0.703091115624247,True,0.4012181818181818,0.413,0.0
55,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,56000,0.09654560300987214,0.7017830711507349,False,0.3929464285714286,0.343,0.09310758826844187
56,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,57000,88.93075808294816,0.7010602044680045,True,0.3899298245614035,0.368,0.0
57,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,58000,0.07406789599917829,0.7003545488967677,False,0.38425862068965516,0.379,0.05035308566165303
58,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,59000,89.92831546801608,0.6994595710991016,True,0.3787966101694915,0.354,0.0
59,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,60000,0.09703172696754336,0.6987367044163713,False,0.37385,0.331,0.051699943376251785
60,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,61000,92.51773072301876,0.6951567932257066,True,0.3585901639344262,0.36,0.0
61,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,62000,88.84320204303367,0.6956903376820075,True,0.3577258064516129,0.342,0.0
62,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,63000,0.08063273201696575,0.6959485043544112,False,0.35807936507936505,0.355,0.018551269525214343
63,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,64000,0.07112188200699165,0.695053526556745,False,0.352765625,0.349,0.04578924571499378
64,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,65000,0.07174715300789103,0.6943306598740147,False,0.3478769230769231,0.35,0.09781706969775783
65,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,66000,88.278756172047,0.6911638153591959,True,0.3350151515151515,0.339,0.0
66,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,67000,0.06753602303797379,0.6921792709373171,False,0.33685074626865674,0.324,0.07340590979782133
67,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,68000,0.05955842399271205,0.691198237582183,False,0.33147058823529413,0.355,0.002490101845161609
68,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,69000,0.05820671800756827,0.6903204708960105,False,0.3263478260869565,0.348,0.06104625811354789
69,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,70000,88.04567020898685,0.689563181990293,True,0.32171428571428573,0.366,0.0
70,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,71000,86.77078393200645,0.6867061374823586,True,0.31140845070422535,0.334,0.0
71,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,72000,0.07010844501201063,0.686981515266256,False,0.30945833333333334,0.334,0.020046608364448607
72,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,73000,0.061135925992857665,0.6855529930122888,False,0.30353424657534245,0.356,0.08403255948125496
73,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,74000,86.9717909009778,0.6842621596502703,True,0.3000675675675676,0.352,0.0
74,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,75000,0.06480554299196228,0.682919692953771,False,0.28973333333333334,0.327,0.09819225540057619
75,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,76000,86.15954764198978,0.6822484596055213,True,0.28588157894736843,0.325,0.0
76,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,77000,95.1528216880397,0.6769646483769922,True,0.2667012987012987,0.291,0.0
77,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,78000,0.0759790749871172,0.6783071150734914,False,0.26944871794871794,0.296,0.09905516610788791
78,Golatkar threshold: 0.1%,1000,78436,0.15,targeted_informed,78436,0.0638709879713133,0.6777047261712161,False,0.26587281350400327,0.23623853211009174,0.054631617731133515
