,method,unlearning_bz,num_removes,remove_ratio,sampling_type,batch,time,test_accuracy,retrained,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err
16,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,1700,0.05745975801255554,0.9627016129032258,False,0.8964705882352941,0.91,0.026184865147943746
17,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,1800,0.05729828996118158,0.9616935483870968,False,0.8966666666666666,0.93,0.026198585276394327
18,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,1900,0.05656407697824761,0.9606854838709677,False,0.8921052631578947,0.9,0.0786369593709021
19,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,2000,9.064643444959074,0.9596774193548387,True,0.89,0.92,0.0
20,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,2100,0.05899222003063187,0.9596774193548387,False,0.89,0.91,0.0
21,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,2200,0.056808217021171004,0.9591733870967742,False,0.884090909090909,0.92,0.02626740215392623
22,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,2300,0.056508637964725494,0.9591733870967742,False,0.8817391304347826,0.95,0.02626740215392623
23,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,2400,0.056838013988453895,0.9581653225806451,False,0.8779166666666667,0.94,0.07884362680683665
24,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,2500,9.191516856022645,0.954133064516129,True,0.8712,0.87,0.0
25,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,2600,0.05662469699745998,0.9546370967741935,False,0.8665384615384616,0.87,0.026406126221282588
26,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,2700,8.975810201023705,0.9516129032258065,True,0.8555555555555555,0.88,0.0
27,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,2800,0.055081326980143785,0.9516129032258065,False,0.8557142857142858,0.91,0.0
28,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,2900,0.054546683037187904,0.9511088709677419,False,0.8517241379310345,0.93,0.026490066225170642
29,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,3000,8.440574334992561,0.9475806451612904,True,0.8406666666666667,0.89,0.0
30,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,3100,0.05902555299689993,0.9465725806451613,False,0.8419354838709677,0.92,0.05321979776477285
31,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,3200,8.359261087025516,0.9380040322580645,True,0.8284375,0.88,0.0
32,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,3300,0.05221503600478172,0.938508064516129,False,0.8281818181818181,0.9,0.02686005909212924
33,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,3400,8.331690007995348,0.9324596774193549,True,0.8129411764705883,0.86,0.0
34,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,3500,0.05730585497803986,0.9324596774193549,False,0.8122857142857143,0.92,0.0
35,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,3600,8.490569725981914,0.9254032258064516,True,0.7905555555555556,0.87,0.0
36,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,3700,0.05113648599945009,0.9238911290322581,False,0.7910810810810811,0.95,0.08176614881438851
37,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,3800,7.778915404982399,0.9193548387096774,True,0.7705263157894737,0.91,0.0
38,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,3900,7.792250044003595,0.9148185483870968,True,0.7587179487179487,0.86,0.0
39,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,4000,7.53819770301925,0.90625,True,0.73575,0.85,0.0
40,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,4100,0.05495991400675848,0.90625,False,0.7339024390243902,0.84,0.0
41,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,4200,7.306711694051046,0.8966733870967742,True,0.7030952380952381,0.89,0.0
42,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,4300,7.341473867010791,0.889616935483871,True,0.6872093023255814,0.91,0.0
43,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,4400,0.08844720298657194,0.8891129032258065,False,0.6888636363636363,0.89,0.02833663927458123
44,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,4493,7.147954977990594,0.8694556451612904,True,0.6530158023592255,0.8387096774193549,0.0
