,method,unlearning_bz,num_removes,remove_ratio,sampling_type,batch,time,test_accuracy,retrained,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err
0,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,100,0.06818971899338067,0.9692540322580645,False,0.87,0.87,0.026007802340701474
1,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,200,0.07134228001814336,0.9682459677419355,False,0.915,0.96,0.026021337496746594
2,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,300,0.06989588000578806,0.96875,False,0.93,0.99,0.0
3,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,400,0.06891918100882322,0.96875,False,0.9325,0.94,0.0
4,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,500,0.06803240400040522,0.967741935483871,False,0.93,0.93,0.052056220718374374
5,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,600,0.06804106902563944,0.9672379032258065,False,0.9333333333333333,0.96,0.0781046602447257
6,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,700,13.332063044013921,0.9657258064516129,True,0.93,0.93,0.0
7,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,800,0.11014843499287963,0.9657258064516129,False,0.925,0.9,0.0
8,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,900,0.10596437001368031,0.9642137096774194,False,0.9211111111111111,0.91,0.07834943849568855
9,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,1000,17.37483385298401,0.9647177419354839,True,0.922,0.98,0.0
10,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,1100,0.07662614702712744,0.9642137096774194,False,0.9227272727272727,0.94,0.02613012803762664
11,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,1200,0.06878659996436909,0.9632056451612904,False,0.9183333333333333,0.92,0.07843137254901739
12,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,1300,9.728743132960517,0.9621975806451613,True,0.9107692307692308,0.93,0.0
13,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,1400,0.05972550599835813,0.9621975806451613,False,0.9114285714285715,0.94,0.0
14,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,1500,0.05973049200838432,0.9621975806451613,False,0.9073333333333333,0.92,0.0
15,Golatkar threshold: 0.1%,100,4493,0.375,targeted_informed,1600,0.0582350890035741,0.9616935483870968,False,0.899375,0.89,0.026198585276394327
