lam,l2_norm,remove_ratio,sampler_seed,minibatch_size,remove_class,sample_prob,num_removes,minibatch_fraction,sampling_type,sgd_seed,optim,step_size,lr_schedule,training_batch_size,num_steps,training_time,removal_time,norm,grad_residual,model_diff_orig,test_accuracy,test_f1_score,test_roc_score,remove_accuracy,remove_f1_score,remove_roc_score,prime_accuracy,prime_f1_score,prime_roc_score
0.0001,True,0.915,0,None,-1,None,9150,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,13.30606484413147,14.286724090576172,7.051547050476074,15.496613502502441,0.82,0.8212512413108242,0.8981549999999999,0.8173770491803278,0.8197216528212321,0.8950918369789409,0.84,0.8349514563106797,0.9074194030594449
0.0001,True,0.915,1,None,-1,None,9150,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,13.50529170036316,13.060503959655762,6.540511608123779,16.082752227783203,0.8285,0.8278976417461115,0.903647,0.826775956284153,0.8256517434825651,0.9030367365690771,0.8223529411764706,0.8242142025611177,0.8843825632334777
0.0001,True,0.91,0,None,-1,None,9100,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,13.925472497940063,14.228459358215332,7.021195888519287,15.578866004943848,0.817,0.8204121687929342,0.8970779999999999,0.8139560439560439,0.8179374126250133,0.8939290862579874,0.8366666666666667,0.8357541899441341,0.9067577648343288
0.0001,True,0.91,1,None,-1,None,9100,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,14.199313402175903,13.13489818572998,7.7390217781066895,16.065107345581055,0.831,0.8299798792756539,0.903307,0.8258241758241758,0.8247263076412694,0.9025492682001759,0.8211111111111111,0.8228822882288229,0.8856760401282284
0.0001,True,0.905,1,None,-1,None,9050,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,14.302601337432861,13.20406723022461,7.520495891571045,16.02492904663086,0.829,0.8279678068410462,0.90225,0.8255248618784531,0.8239491582116178,0.9014900927469234,0.8178947368421052,0.8199791883454735,0.8872702923229745
0.0001,True,0.905,0,None,-1,None,9050,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,14.730375528335571,14.139909744262695,7.234647274017334,15.66718864440918,0.818,0.8208661417322834,0.8960440000000001,0.8123756906077348,0.816313284292514,0.8927722262226585,0.8389473684210527,0.8377518557794273,0.9049764125846842
0.0001,True,0.9,0,None,-1,None,9000,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,15.121657371520996,14.047455787658691,7.692388534545898,15.707133293151855,0.8205,0.8227160493827159,0.895965,0.8122222222222222,0.8153812540965697,0.8923317434105994,0.837,0.8371628371628372,0.9035107732827391
0.0001,True,0.9,1,None,-1,None,9000,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,15.139627695083618,13.308900833129883,7.668512344360352,15.966679573059082,0.827,0.8257804632426989,0.901307,0.8248888888888889,0.8233183856502243,0.9004083535211312,0.819,0.8230694037145649,0.8894763383709017
0.0001,True,0.85,0,None,-1,None,8500,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,22.454081773757935,17.03400421142578,8.087882995605469,13.002104759216309,0.827,0.8275174476570288,0.902247,0.82,0.8203803709791031,0.8981732451510864,0.844,0.8458498023715415,0.912532309624488
0.0001,True,0.85,1,None,-1,None,8500,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,22.59650468826294,16.418254852294922,8.431500434875488,12.81739330291748,0.839,0.8357142857142857,0.9086019999999999,0.833764705882353,0.8319657509810916,0.9075666696618304,0.8293333333333334,0.8246575342465753,0.9012162837296049
0.0001,True,0.925,0,None,-1,None,9250,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,11.623387575149536,14.416674613952637,5.78463888168335,15.52950668334961,0.8175,0.8193963384463138,0.896942,0.816,0.8183952198036705,0.8933959290266116,0.8466666666666667,0.8443843031123139,0.9104609235539688
0.0001,True,0.935,1,None,-1,None,9350,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,10.380870580673218,13.345769882202148,5.474541187286377,16.128780364990234,0.828,0.8281718281718281,0.901911,0.8237433155080214,0.8240068346860316,0.9003312487151391,0.82,0.8245877061469266,0.8896673334534182
0.0001,True,0.93,0,None,-1,None,9300,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,11.217947483062744,14.483040809631348,5.373603343963623,15.610076904296875,0.8155,0.8177777777777777,0.896533,0.8145161290322581,0.8170149570382943,0.8931314985911649,0.85,0.8480463096960926,0.9121371708511941
0.0001,True,0.935,0,None,-1,None,9350,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,10.532186508178711,14.53431224822998,8.243866920471191,15.516493797302246,0.815,0.8186274509803922,0.8975840000000002,0.8159358288770053,0.8193934305803338,0.8943660450966762,0.8553846153846154,0.8526645768025078,0.9127376353858971
0.0001,True,0.92,0,None,-1,None,9200,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,12.453571081161499,14.335938453674316,6.409799098968506,15.474710464477539,0.8155,0.8183161004431313,0.897715,0.8154347826086956,0.8188606784723704,0.8943789844075496,0.84,0.8371501272264631,0.9082345734573458
0.0001,True,0.92,1,None,-1,None,9200,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,12.29439401626587,13.245317459106445,6.4940505027771,15.94290828704834,0.8295,0.8294147073536768,0.903132,0.8252173913043478,0.8254450716456794,0.9025593199280582,0.82,0.825242718446602,0.8887721339262817
0.0001,True,0.93,1,None,-1,None,9300,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,11.227379560470581,13.321093559265137,5.494720458984375,15.9595947265625,0.826,0.8280632411067194,0.9027339999999999,0.8239784946236559,0.8259436469962785,0.9014891331353027,0.8157142857142857,0.823045267489712,0.8902768234023756
0.0001,True,0.925,1,None,-1,None,9250,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,11.978357791900635,13.160280227661133,5.769425392150879,16.01673126220703,0.8275,0.8291233283803864,0.902676,0.8236756756756757,0.825243758705668,0.9018507347862956,0.8213333333333334,0.8282051282051281,0.886784119000634
0.0001,True,0.8,1,None,-1,None,8000,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,30.719199657440186,18.534786224365234,9.246591567993164,10.736557006835938,0.836,0.8350100603621731,0.911528,0.83975,0.8385797028456309,0.9116348491348492,0.8265,0.8257157207433451,0.9048564777036432
0.0001,True,0.8,0,None,-1,None,8000,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,30.840552806854248,19.123714447021484,8.848005294799805,10.749601364135742,0.834,0.8341658341658341,0.9074209999999999,0.827125,0.8272761333832896,0.9039666998990155,0.8455,0.8477082306554953,0.9169600718780234
0.0001,True,0.9400000000000001,0,None,-1,None,9400,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,9.566780805587769,14.873896598815918,4.816382884979248,15.645071983337402,0.818,0.8185443668993022,0.8944179999999999,0.8158510638297872,0.8168447783303355,0.8909249689316376,0.86,0.8536585365853658,0.9185630472465443
0.0001,True,0.9400000000000001,1,None,-1,None,9400,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,9.464408874511719,13.231483459472656,4.941254138946533,16.168466567993164,0.83,0.8305084745762712,0.90328,0.8263829787234043,0.8272284564895195,0.9022370972417127,0.8083333333333333,0.8154093097913322,0.8865425075975999
0.0001,True,0.96,0,None,-1,None,9600,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,6.383347034454346,9.969435691833496,5.205723762512207,19.485057830810547,0.813,0.8146679881070367,0.889861,0.8094791666666666,0.8130812468063362,0.8872759114583333,0.8325,0.82687338501292,0.906375
0.0001,True,0.9550000000000001,1,None,-1,None,9550,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,6.758804082870483,8.339940071105957,5.36414909362793,20.297731399536133,0.8275,0.8322800194457948,0.9032560000000001,0.8187434554973821,0.8234574196838347,0.9008512328811342,0.7933333333333333,0.8,0.8640066434672573
0.0001,True,0.96,1,None,-1,None,9600,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,6.490427255630493,8.739054679870605,4.958315849304199,20.05811882019043,0.828,0.8297029702970298,0.90193,0.8208333333333333,0.8232634607480477,0.8995269573831524,0.8,0.7969543147208122,0.8798879887988799
0.0001,True,0.9550000000000001,0,None,-1,None,9550,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,7.017636775970459,10.149886131286621,5.844267845153809,19.43193817138672,0.8105,0.8100250626566416,0.886613,0.8054450261780105,0.8076206253882792,0.8834545742097495,0.8422222222222222,0.8337236533957846,0.9088825667773036
0.0001,True,0.95,0,None,-1,None,9500,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,7.602680206298828,10.089097023010254,6.487852573394775,19.464454650878906,0.815,0.8140703517587939,0.8865339999999999,0.8064210526315789,0.8072529085001572,0.8833387294611961,0.84,0.8305084745762712,0.9072428971588635
0.0001,True,0.95,1,None,-1,None,9500,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,7.563841342926025,8.417180061340332,5.8888840675354,20.27530860900879,0.819,0.8237585199610515,0.8985715000000001,0.8141052631578948,0.8186485931402752,0.8967442883571807,0.782,0.7915869980879542,0.8612513826768624
0.0001,True,0.9450000000000001,1,None,-1,None,9450,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,8.705161571502686,13.177855491638184,8.963465690612793,15.999968528747559,0.8255,0.8313194780086999,0.9059439999999999,0.8227513227513228,0.8282227463849862,0.9045936690943949,0.8072727272727273,0.8221476510067114,0.8854509283819629
0.0001,True,0.9450000000000001,0,None,-1,None,9450,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,9.002406358718872,14.801915168762207,11.011173248291016,15.578585624694824,0.8125,0.8171623598244759,0.89447,0.8092063492063492,0.8147158565409516,0.8912170917416782,0.8654545454545455,0.859848484848485,0.9201735702284723
0.0001,True,0.965,0,None,-1,None,9650,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,5.70452618598938,9.813594818115234,4.474674224853516,19.650407791137695,0.811,0.8125,0.8878109999999999,0.8072538860103627,0.8106677524429967,0.8854585733845204,0.8171428571428572,0.8106508875739644,0.9000489795918368
0.0001,True,0.965,1,None,-1,None,9650,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,5.6114606857299805,8.878807067871094,4.389428615570068,19.900726318359375,0.826,0.8284023668639053,0.9026479999999999,0.8202072538860103,0.8232297503820681,0.899951822597195,0.8028571428571428,0.7988338192419826,0.8828369905956113
0.0001,True,0.97,1,None,-1,None,9700,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,4.465943098068237,8.764676094055176,3.7719244956970215,19.918659210205078,0.8295,0.8285570638511814,0.9066615000000002,0.8310309278350515,0.8303136970700901,0.9051554674242737,0.8033333333333333,0.7870036101083032,0.8850293542074364
0.0001,True,0.97,0,None,-1,None,9700,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,4.6505162715911865,9.679656028747559,3.7996509075164795,19.75957489013672,0.808,0.8126829268292683,0.8890710000000001,0.8052577319587629,0.8111188881111888,0.886321375078563,0.82,0.8163265306122449,0.8950480085348506
0.0001,True,0.985,1,None,-1,None,9850,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,2.945927381515503,9.055103302001953,2.011496067047119,20.154573440551758,0.8295,0.818906001062135,0.897172,0.8253807106598985,0.8156484458735263,0.8961341033606729,0.8133333333333334,0.7777777777777778,0.9094650205761318
0.0001,True,0.985,0,None,-1,None,9850,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,3.0112366676330566,9.607690811157227,1.9336671829223633,19.918973922729492,0.799,0.8083889418493803,0.8858529999999999,0.7922842639593909,0.8028141865844256,0.8829127860533412,0.8333333333333334,0.8366013071895425,0.8958333333333334
0.0001,True,0.99,0,None,-1,None,9900,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,2.164665937423706,9.276453018188477,1.2840712070465088,20.959918975830078,0.789,0.7959381044487427,0.874538,0.7892929292929293,0.7984930448222566,0.8749733700599318,0.81,0.8155339805825242,0.8882211538461539
0.0001,True,0.98,1,None,-1,None,9800,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,3.567969799041748,9.607579231262207,2.75144624710083,19.645103454589844,0.833,0.8274793388429752,0.901702,0.8263265306122449,0.8203124999999999,0.8985177202391922,0.85,0.8295454545454545,0.922406015037594
0.0001,True,0.98,0,None,-1,None,9800,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,3.6037368774414062,10.166226387023926,2.690791130065918,19.21226692199707,0.8115,0.8140108534780464,0.8914070000000001,0.8068367346938775,0.8110212638514525,0.8885881669549425,0.835,0.8290155440414507,0.9137913791379138
0.0001,True,0.975,0,None,-1,None,9750,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,4.17250657081604,10.099738121032715,3.2843825817108154,19.532209396362305,0.8035,0.8095007270964614,0.8872609999999999,0.8012307692307692,0.8082327330298832,0.8836570026209294,0.82,0.8163265306122448,0.9091316598360655
0.0001,True,0.99,1,None,-1,None,9900,None,uniform_random,0,SGD,1.0,False,512,500,45.62593340873718,2.238999843597412,9.637628555297852,1.4043426513671875,20.013538360595703,0.8175,0.8044991965720407,0.891496,0.8138383838383838,0.801036381301954,0.8888676960262478,0.85,0.8192771084337348,0.928341384863124
