strategy,lam,l2_norm,remove_ratio,deletion_batch_size,sampler_seed,remove_class,sampling_type,sgd_seed,optim,step_size,lr_schedule,batch_size,num_steps,noise,noise_seed,running_time,unlearning_time,retraining_time,other_time,test_accuracy,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err,num_deletions,retrained,batch_deleted_class_balance,cum_deleted_class_balance,threshold
golatkar,0.0001,True,0.375,100,0,0,targeted_informed,0,SGD,1.0,False,1024,1000,1.0,0,2.0028350353240967,2.0028293132781982,0,5.7220458984375e-06,0.9637096774193549,0.85,0.85,0.0,100,False,1.0,1.0,None
golatkar,0.0001,True,0.375,100,0,0,targeted_informed,0,SGD,1.0,False,1024,1000,1.0,0,2.048961639404297,2.0489561557769775,0,5.4836273193359375e-06,0.9632056451612904,0.895,0.94,0.026157467957101006,200,False,1.0,1.0,None
golatkar,0.0001,True,0.375,100,0,0,targeted_informed,0,SGD,1.0,False,1024,1000,1.0,0,2.0265281200408936,2.0265204906463623,0,7.62939453125e-06,0.9632056451612904,0.92,0.98,0.026157467957101006,300,False,1.0,1.0,None
golatkar,0.0001,True,0.375,100,0,0,targeted_informed,0,SGD,1.0,False,1024,1000,1.0,0,1.9765384197235107,1.9765329360961914,0,5.4836273193359375e-06,0.9642137096774194,0.9175,0.92,0.026143790849672457,400,False,1.0,1.0,None
golatkar,0.0001,True,0.375,100,0,0,targeted_informed,0,SGD,1.0,False,1024,1000,1.0,0,1.981536865234375,1.9815313816070557,0,5.4836273193359375e-06,0.9632056451612904,0.912,0.9,0.026157467957101006,500,False,1.0,1.0,None
golatkar,0.0001,True,0.375,100,0,0,targeted_informed,0,SGD,1.0,False,1024,1000,1.0,0,1.9718713760375977,1.9718661308288574,0,5.245208740234375e-06,0.9637096774193549,0.9116666666666666,0.94,0.0,600,False,1.0,1.0,None
golatkar,0.0001,True,0.375,100,0,0,targeted_informed,0,SGD,1.0,False,1024,1000,1.0,0,2.0125620365142822,2.012557029724121,0,5.0067901611328125e-06,0.9637096774193549,0.9028571428571428,0.89,0.0,700,False,1.0,1.0,None
golatkar,0.0001,True,0.375,100,0,0,targeted_informed,0,SGD,1.0,False,1024,1000,1.0,0,2.0068843364715576,2.0068788528442383,0,5.4836273193359375e-06,0.9627016129032258,0.89875,0.88,0.05232862375719946,800,False,1.0,1.0,None
golatkar,0.0001,True,0.375,100,0,0,targeted_informed,0,SGD,1.0,False,1024,1000,1.0,0,2.2128193378448486,2.2128140926361084,0,5.245208740234375e-06,0.9627016129032258,0.8944444444444445,0.89,0.05232862375719946,900,False,1.0,1.0,None
golatkar,0.0001,True,0.375,100,0,0,targeted_informed,0,SGD,1.0,False,1024,1000,1.0,0,2.0555479526519775,2.0555360317230225,0,1.1920928955078125e-05,0.9616935483870968,0.897,0.96,0.10471204188481954,1000,False,1.0,1.0,None
