strategy,lam,l2_norm,remove_ratio,deletion_batch_size,sampler_seed,remove_class,sampling_type,sgd_seed,optim,step_size,lr_schedule,batch_size,num_steps,noise,noise_seed,running_time,unlearning_time,retraining_time,other_time,test_accuracy,cum_remove_accuracy,batch_remove_accuracy,pipeline_acc_err,pipeline_acc_dis_est,pipeline_abs_err,checkpoint_remove_accuracy,num_deletions,retrained,batch_deleted_class_balance,cum_deleted_class_balance,threshold,prop_const,checkpoint_batch
golatkar_disparity_thresh_v2,0.0001,True,0.1,10000,0,0,uniform_random,0,SGD,1.0,False,10000,20,1.0,2,0.40206289291381836,0.23060870170593262,0,0.17145419120788574,0.58465,0.5938,0.5938,0.09509668422297421,1.0236999563537037e-06,0.0011109090909090513,0.5938,10000,False,0.4537000060081482,0.4537000060081482,5,1.0764833334813478e-05,0
golatkar_disparity_thresh_v2,0.0001,True,0.1,10000,0,0,uniform_random,0,SGD,1.0,False,10000,20,1.0,2,0.3958766460418701,0.22493481636047363,0,0.17094182968139648,0.5846418181818182,0.5913,0.5889,0.09439696062019656,1.0161675483893672e-06,0.0011027272727271997,0.5913,20000,False,0.4650000035762787,0.45934998989105225,5,1.0764833334813478e-05,0
golatkar_disparity_thresh_v2,0.0001,True,0.1,10000,0,0,uniform_random,0,SGD,1.0,False,10000,20,1.0,2,0.39769887924194336,0.2239854335784912,0,0.17371344566345215,0.5846363636363636,0.5884,0.5825,0.09393047277299844,1.0111458844615634e-06,0.001097272727272669,0.5884,30000,False,0.47290000319480896,0.4638666808605194,5,1.0764833334813478e-05,0
golatkar_disparity_thresh_v2,0.0001,True,0.1,10000,0,0,uniform_random,0,SGD,1.0,False,10000,20,1.0,2,0.39482903480529785,0.22348356246948242,0,0.17134547233581543,0.5846381818181818,0.58825,0.5879,0.09408596920610361,1.0128197776480985e-06,0.001099090909090883,0.58825,40000,False,0.4738999903202057,0.4663749933242798,5,1.0764833334813478e-05,0
golatkar_disparity_thresh_v2,0.0001,True,0.1,10000,0,0,uniform_random,0,SGD,1.0,False,10000,20,1.0,2,0.3967583179473877,0.22314238548278809,0,0.1736159324645996,0.5846290909090909,0.58624,0.5783,0.09330848220017483,1.0044502596092921e-06,0.0010899999999999244,0.58624,50000,False,0.4747999906539917,0.4680599868297577,5,1.0764833334813478e-05,0
golatkar_disparity_thresh_v2,0.0001,True,0.1,10000,0,0,uniform_random,0,SGD,1.0,False,10000,20,1.0,2,0.39608001708984375,0.22282171249389648,0,0.17325830459594727,0.5846263636363637,0.5862666666666667,0.5864,0.09307523373868161,1.0019393787957159e-06,0.0010872727272727145,0.5862666666666667,60000,False,0.4722000062465668,0.46875,5,1.0764833334813478e-05,0
golatkar_disparity_thresh_v2,0.0001,True,0.1,10000,0,0,uniform_random,0,SGD,1.0,False,10000,20,1.0,2,0.3976423740386963,0.22321486473083496,0,0.17442750930786133,0.5846463636363637,0.5868,0.59,0.09478569716514562,1.020352232506895e-06,0.0011072727272727345,0.5868,70000,False,0.4717999994754791,0.4691857099533081,5,1.0764833334813478e-05,0
golatkar_disparity_thresh_v2,0.0001,True,0.1,10000,0,0,uniform_random,0,SGD,1.0,False,10000,20,1.0,2,0.4002645015716553,0.2235090732574463,0,0.17675542831420898,0.5846363636363636,0.587225,0.59,0.09393047277299844,1.0111458844615634e-06,0.001097272727272669,0.587225,80000,False,0.4634999930858612,0.46847501397132874,5,1.0764833334813478e-05,0
golatkar_disparity_thresh_v2,0.0001,True,0.1,10000,0,0,uniform_random,0,SGD,1.0,False,10000,20,1.0,2,0.39606165885925293,0.22368311882019043,0,0.1723785400390625,0.5846454545454546,0.5861777777777778,0.5775,0.09470795009817021,1.019515298288634e-06,0.0011063636363636276,0.5861777777777778,90000,False,0.47269999980926514,0.4689444303512573,5,1.0764833334813478e-05,0
golatkar_disparity_thresh_v2,0.0001,True,0.1,10000,0,0,uniform_random,0,SGD,1.0,False,10000,20,1.0,2,0.39466094970703125,0.22295832633972168,0,0.17170262336730957,0.5846390909090909,0.58621,0.5862,0.09416371724114228,1.0136567222873992e-06,0.0010999999999999899,0.58621,100000,False,0.46560001373291016,0.4686099886894226,5,1.0764833334813478e-05,0
